title,ingr_full,ingr_nums,ingr_cnt,ingr_qnt,ingr_units,ingr_num_total,ingr_wrds,ingr_wrds_cln
strawberry-french-toast,"1 (10 ounce) package frozen strawberries - thawed, drained, and juice reserved, water as needed",1 10,10,,ounces,10.0,package frozen strawberries thawed drained and juice reserved water as needed,strawberries thawed and juice reserved water
strawberry-french-toast,1/2 cup white sugar,1/2,1/2,,cups,0.5,white sugar,white sugar
strawberry-french-toast,2 tablespoons cornstarch,2,2,,tablespoons,2.0,cornstarch,cornstarch
strawberry-french-toast,"1 (8 ounce) package cream cheese, softened",1 8,8,,ounces,8.0,package cream cheese softened,cream cheese
strawberry-french-toast,2 tablespoons white sugar,2,2,,tablespoons,2.0,white sugar,white sugar
strawberry-french-toast,1 teaspoon vanilla extract,1,1,,teaspoons,1.0,vanilla extract,vanilla extract
strawberry-french-toast,1 cup milk,1,1,,cups,1.0,milk,milk
strawberry-french-toast,"3 eggs, beaten",3,3,,,3.0,eggs beaten,eggs
strawberry-french-toast,1 1/2 teaspoons white sugar,1 1/2,1/2,,teaspoons,0.5,white sugar,white sugar
strawberry-french-toast,1/2 teaspoon ground cinnamon,1/2,1/2,,teaspoons,0.5,ground cinnamon,cinnamon
strawberry-french-toast,1/4 teaspoon ground nutmeg,1/4,1/4,,teaspoons,0.25,ground nutmeg,nutmeg
strawberry-french-toast,1 loaf italian bread,1,1,,loaves,1.0,italian bread,italian bread
strawberry-french-toast,"1 tablespoon butter, or as needed",1,1,,tablespoons,1.0,butter or as needed,butter or
valentines-day-french-toast,8 eggs,8,8,,,8.0,eggs,eggs
valentines-day-french-toast,"1 tablespoon milk, or to taste",1,1,,tablespoons,1.0,milk or to taste,milk or
valentines-day-french-toast,"3 dashes ground nutmeg, or to taste",3,3,,dashes,3.0,ground nutmeg or to taste,nutmeg or
valentines-day-french-toast,"2 dashes ground cinnamon, or to taste",2,2,,dashes,2.0,ground cinnamon or to taste,cinnamon or
valentines-day-french-toast,4 slices bread,4,4,,slices,4.0,bread,bread
valentines-day-french-toast,"1 teaspoon butter, or to taste",1,1,,teaspoons,1.0,butter or to taste,butter or
valentines-day-french-toast,"1 banana, or more to taste, sliced",1,1,,,1.0,banana or more to taste sliced,banana or
valentines-day-french-toast,"6 strawberries, or more to taste, sliced",6,6,,,6.0,strawberries or more to taste sliced,strawberries or
valentines-day-french-toast,"2 tablespoons maple syrup, or to taste, warmed",2,2,,tablespoons,2.0,maple syrup or to taste warmed,maple syrup or
valentines-day-french-toast,"1/2 teaspoon confectioners' sugar, or to taste",1/2,1/2,,teaspoons,0.5,confectioners sugar or to taste,confectioners sugar or
gingerbread-french-toast,1/2 cup milk,1/2,1/2,,cups,0.5,milk,milk
gingerbread-french-toast,2 eggs,2,2,,,2.0,eggs,eggs
gingerbread-french-toast,1 tablespoon white sugar,1,1,,tablespoons,1.0,white sugar,white sugar
gingerbread-french-toast,2 teaspoons rum extract,2,2,,teaspoons,2.0,rum extract,rum extract
gingerbread-french-toast,1 teaspoon salt,1,1,,teaspoons,1.0,salt,salt
gingerbread-french-toast,1/4 teaspoon ground cinnamon,1/4,1/4,,teaspoons,0.25,ground cinnamon,cinnamon
gingerbread-french-toast,1/4 teaspoon ground nutmeg,1/4,1/4,,teaspoons,0.25,ground nutmeg,nutmeg
gingerbread-french-toast,1/4 teaspoon ground cloves,1/4,1/4,,teaspoons,0.25,ground cloves,cloves
gingerbread-french-toast,1/8 teaspoon ground ginger,1/8,1/8,,teaspoons,0.13,ground ginger,ginger
gingerbread-french-toast,4 slices white bread,4,4,,slices,4.0,white bread,white bread
gingerbread-french-toast,"1 tablespoon butter, or as needed",1,1,,tablespoons,1.0,butter or as needed,butter or
savory-parmesan-french-toast,4 eggs,4,4,,,4.0,eggs,eggs
savory-parmesan-french-toast,1/3 cup grated parmesan cheese,1/3,1/3,,cups,0.33,grated parmesan cheese,parmesan cheese
savory-parmesan-french-toast,"1/4 cup milk, ground black pepper to taste",1/4,1/4,,cups,0.25,milk ground black pepper to taste,milk black pepper
savory-parmesan-french-toast,"1 tablespoon butter, plus more as needed",1,1,,tablespoons,1.0,butter plus more as needed,butter plus
savory-parmesan-french-toast,4 slices whole wheat bread,4,4,,slices,4.0,whole wheat bread,wheat bread
bananas-foster-french-toast,butter-flavored cooking spray (such as pam\xae),\,,,,,butter flavored cooking spray such as pamxae,butter cooking spray
bananas-foster-french-toast,1/2 (12 count) package hawaiian bread rolls (such as king's\xae),1/2 12 \,1/2,12,count,6.0,package hawaiian bread rolls such as kingsxae,hawaiian bread rolls
bananas-foster-french-toast,3 eggs,3,3,,,3.0,eggs,eggs
bananas-foster-french-toast,3/4 cup milk,3/4,3/4,,cups,0.75,milk,milk
bananas-foster-french-toast,1 1/2 tablespoons vanilla extract,1 1/2,1/2,,tablespoons,0.5,vanilla extract,vanilla extract
bananas-foster-french-toast,1 tablespoon ground cinnamon,1,1,,tablespoons,1.0,ground cinnamon,cinnamon
bananas-foster-french-toast,"2 bananas, sliced 1/8-inch thick",2 1/8,2,,,2.0,bananas sliced inch thick,bananas
bananas-foster-french-toast,1/2 cup brown sugar,1/2,1/2,,cups,0.5,brown sugar,brown sugar
bananas-foster-french-toast,1/4 cup chopped pecans,1/4,1/4,,cups,0.25,chopped pecans,pecans
bananas-foster-french-toast,"1/4 cup butter, cut into 1/4-inch cubes",1/4 1/4,1/4,,cups,0.25,butter cut into inch cubes,butter
easy-french-toast-waffles,cooking spray,,,,,,cooking spray,cooking spray
easy-french-toast-waffles,1/2 cup whole milk,1/2,1/2,,cups,0.5,whole milk,milk
easy-french-toast-waffles,2 large eggs,2,2,,large,2.0,eggs,eggs
easy-french-toast-waffles,1 tablespoon maple syrup,1,1,,tablespoons,1.0,maple syrup,maple syrup
easy-french-toast-waffles,1/2 teaspoon vanilla extract,1/2,1/2,,teaspoons,0.5,vanilla extract,vanilla extract
easy-french-toast-waffles,1 pinch salt,1,1,,pinches,1.0,salt,salt
easy-french-toast-waffles,4 pieces 1/2-inch thick pieces brioche,4 1/2,4,1/2,inch,2.0,inch thick brioche,brioche
bacon-crusted-fruit-stuffed-french-toast,"4 slices bacon, filling:",4,4,,slices,4.0,bacon filling,bacon filling
bacon-crusted-fruit-stuffed-french-toast,"1/2 (8 ounce) package cream cheese, softened",1/2 8,1/2,8,ounces,4.0,package cream cheese softened,cream cheese
bacon-crusted-fruit-stuffed-french-toast,"2 tablespoons butter, at room temperature",2,2,,tablespoons,2.0,butter at room temperature,butter at room temperature
bacon-crusted-fruit-stuffed-french-toast,2 tablespoons white sugar,2,2,,tablespoons,2.0,white sugar,white sugar
bacon-crusted-fruit-stuffed-french-toast,"4 strawberries, diced, or more to taste",4,4,,,4.0,strawberries diced or more to taste,strawberries or
bacon-crusted-fruit-stuffed-french-toast,1/2 teaspoon lemon juice,1/2,1/2,,teaspoons,0.5,lemon juice,lemon juice
bacon-crusted-fruit-stuffed-french-toast,"4 slices bread, egg wash:",4,4,,slices,4.0,bread egg wash,bread egg wash
bacon-crusted-fruit-stuffed-french-toast,3 eggs,3,3,,,3.0,eggs,eggs
bacon-crusted-fruit-stuffed-french-toast,1/2 cup coconut milk,1/2,1/2,,cups,0.5,coconut milk,coconut milk
bacon-crusted-fruit-stuffed-french-toast,1/2 teaspoon vanilla extract,1/2,1/2,,teaspoons,0.5,vanilla extract,vanilla extract
bacon-crusted-fruit-stuffed-french-toast,1 dash ground nutmeg,1,1,,dashes,1.0,ground nutmeg,nutmeg
bacon-crusted-fruit-stuffed-french-toast,1 dash salt,1,1,,dashes,1.0,salt,salt
bacon-crusted-fruit-stuffed-french-toast,2 tablespoons butter,2,2,,tablespoons,2.0,butter,butter
bacon-crusted-fruit-stuffed-french-toast,"1 sprig mint leaves, slivered",1,1,,,1.0,sprig mint leaves slivered,sprig mint leaves
