title,ingr_full,quant,units,ingr,category,subcategory
banana-french-toast-breakfast-sandwiches,1 teaspoon water,1.0,teaspoons,water,other,
banana-french-toast-breakfast-sandwiches,1 tablespoon nonfat milk,1.0,tablespoons,milk,milkcream,
banana-french-toast-breakfast-sandwiches,1 teaspoon vanilla extract,1.0,teaspoons,vanilla,flavor,spice
banana-french-toast-breakfast-sandwiches,1 teaspoon grated orange zest,1.0,teaspoons,orange zest,flavor,zest
banana-french-toast-breakfast-sandwiches,"2 bananas, peeled and sliced",2.0,,bananas,fruit,
banana-french-toast-breakfast-sandwiches,12 slices sara lee\xae soft and smooth 100% whole wheat bread,12.0,slices,whole bread,bread,
banana-french-toast-breakfast-sandwiches,"1/4 cup butter, confectioners' sugar for dusting",0.25,cups,butter,fat,
french-toast-sandwiches,"1/2 (8 ounce) package neufchatel cheese, softened",4.0,ounces,neufchatel cheese,dairy,cheese
french-toast-sandwiches,1/2 cup brown sugar,0.5,cups,brown sugar,sugar,
french-toast-sandwiches,1/4 teaspoon ground allspice,0.25,teaspoons,allspice,flavor,spice
french-toast-sandwiches,1/2 teaspoon ground nutmeg,0.5,teaspoons,nutmeg,flavor,spice
french-toast-sandwiches,1/2 teaspoon ground cinnamon,0.5,teaspoons,cinnamon,flavor,spice
french-toast-sandwiches,8 slices sara lee\xae soft and smooth 100% whole wheat bread,8.0,slices,whole bread,bread,
french-toast-sandwiches,2 tablespoons butter,2.0,tablespoons,butter,fat,
french-toast-sandwiches,3/4 cup liquid egg substitute,0.75,cups,egg substitute,eggs,
french-toast-sandwiches,1/4 cup fat free half-and-half,0.25,cups,half and half,milkcream,
crunchy-stuffed-french-toast,1/2 cup milk,0.5,cups,milk,milkcream,
crunchy-stuffed-french-toast,1/2 teaspoon archer farms\u2122 cinnamon,0.5,teaspoons,cinnamon,flavor,spice
crunchy-stuffed-french-toast,6 eggs,6.0,,eggs,eggs,
crunchy-stuffed-french-toast,"2 cups archer farms\u2122 muesli cereal, crushed",2.0,cups,muesli cereal,cereal,
crunchy-stuffed-french-toast,8 slices archer farms\u2122 100% whole wheat bread,8.0,slices,whole bread,bread,
crunchy-stuffed-french-toast,1/2 cup cream cheese spread,0.5,cups,cream cheese,dairy,cheese
crunchy-stuffed-french-toast,1/2 cup archer farms\u2122 oregon strawberry preserves,0.5,cups,strawberries,fruit,
french-toast,1/2 cup egg beaters,0.5,cups,egg whites,eggs,
french-toast,2 tablespoons skim milk,2.0,tablespoons,skim milk,milkcream,
french-toast,1 teaspoon cinnamon,1.0,teaspoons,cinnamon,flavor,spice
french-toast,1/2 teaspoon vanilla extract,0.5,teaspoons,vanilla,flavor,spice
french-toast,1  serving splash vegetable spray,1.0,splash,cooking spray,fat,
french-toast,3 slices whole-wheat bread,3.0,slices,whole bread,bread,
french-toast-with-peanut-butter-maple-syrup,1 egg,1.0,,eggs,eggs,
french-toast-with-peanut-butter-maple-syrup,2 tablespoons milk,2.0,tablespoons,milk,milkcream,
french-toast-with-peanut-butter-maple-syrup,1 teaspoon vanilla extract,1.0,teaspoons,vanilla,flavor,spice
french-toast-with-peanut-butter-maple-syrup,2 slices bread,2.0,slices,bread,bread,
french-toast-with-peanut-butter-maple-syrup,1/4 cup maple syrup,0.25,cups,syrup,syrup,
french-toast-with-peanut-butter-maple-syrup,4 tablespoons peanut butter,4.0,tablespoons,peanut butter,spread,
creme-brulee-french-toast,1 cup packed brown sugar,1.0,cups,brown sugar,sugar,
creme-brulee-french-toast,1/2 cup butter,0.5,cups,butter,fat,
creme-brulee-french-toast,2 tablespoons corn syrup,2.0,tablespoons,syrup,syrup,
creme-brulee-french-toast,"1 loaf archer farms\u2122 whole grain white bread, cut into 1-inch chunks",1.0,loaves,white bread,bread,
creme-brulee-french-toast,3 cups half and half,3.0,cups,half and half,milkcream,
creme-brulee-french-toast,2 teaspoons archer farms\u2122 vanilla,2.0,teaspoons,vanilla,flavor,spice
creme-brulee-french-toast,1/4 teaspoon salt,0.25,teaspoons,salt,flavor,spice
creme-brulee-french-toast,15 eggs,15.0,,eggs,eggs,
granola-peanut-butter-french-toast,2 cups reese's\xae puffs\xae cereal,2.0,cups,reeses puff cereal,cereal,
granola-peanut-butter-french-toast,4 eggs,4.0,,eggs,eggs,
granola-peanut-butter-french-toast,1/4 cup milk,0.25,cups,milk,milkcream,
granola-peanut-butter-french-toast,1 teaspoon vanilla,1.0,teaspoons,vanilla,flavor,spice
granola-peanut-butter-french-toast,12 tablespoons creamy peanut butter,12.0,tablespoons,peanut butter,spread,
granola-peanut-butter-french-toast,12 slices white or wheat sandwich bread or slightly firm bread,12.0,slices,bread,bread,
granola-peanut-butter-french-toast,4 nature valley\xae peanut butter crunchy granola bars,4.0,,granola bars,other,
granola-peanut-butter-french-toast,6 tablespoons marshmallow creme,6.0,tablespoons,marshmallow creme,spread,
challah-french-toast-with-berry-sauce,for french toast:,,,french toast,bread,
challah-french-toast-with-berry-sauce,3 large eggs,3.0,large,eggs,eggs,
challah-french-toast-with-berry-sauce,1 cup whole milk,1.0,cups,milk,milkcream,
challah-french-toast-with-berry-sauce,1 teaspoon sugar,1.0,teaspoons,sugar,sugar,
challah-french-toast-with-berry-sauce,1/4 teaspoon salt,0.25,teaspoons,salt,flavor,spice
challah-french-toast-with-berry-sauce,"1 (1 pound) challah loaf, cut crosswise into 1/2-inch-thick slices (not including end pieces)",1.0,slices,challah,bread,
challah-french-toast-with-berry-sauce,"3 1/2 tablespoons unsalted butter, for berry sauce:",1.5,tablespoons,butter,fat,
challah-french-toast-with-berry-sauce,"3 cups mixed berries such as blackberries, raspberries, and blueberries",3.0,cups,mixed berries,fruit,
challah-french-toast-with-berry-sauce,1/3 cup sugar,0.33,cups,sugar,sugar,
challah-french-toast-with-berry-sauce,"1 tablespoon fresh lemon juice, garnish: confectioners sugar for dusting",1.0,tablespoons,lemon juice,flavor,liquid
cinnamon-chai-baked-french-toast,"1/3 cup butterscotch topping, heated, if necessary",0.33,cups,butterscotch,flavor,
cinnamon-chai-baked-french-toast,12 slices cinnamon swirl bread,12.0,slices,cinnamon bread,bread,
cinnamon-chai-baked-french-toast,1 cup market pantry\u2122 milk,1.0,cups,milk,milkcream,
cinnamon-chai-baked-french-toast,1 cup chai tea latte concentrate (from 32-oz. carton),1.0,cups,chai tea latte concentrate,flavor,liquid
cinnamon-chai-baked-french-toast,6 market pantry \u2122 eggs,6.0,,eggs,eggs,
wife-saver-french-toast,1 cup light brown sugar,1.0,cups,brown sugar,sugar,
wife-saver-french-toast,1/2 cup light corn syrup,0.5,cups,syrup,syrup,
wife-saver-french-toast,1/4 cup butter,0.25,cups,butter,fat,
wife-saver-french-toast,10 slices french bread,10.0,slices,french bread,bread,
wife-saver-french-toast,2 eggs,2.0,,eggs,eggs,
wife-saver-french-toast,2 1/2 cups 1% low-fat milk,1.0,cups,milk,milkcream,
wife-saver-french-toast,1 teaspoon vanilla extract,1.0,teaspoons,vanilla,flavor,spice
wife-saver-french-toast,1 tablespoon all-purpose flour,1.0,tablespoons,flour,other,
wife-saver-french-toast,1 pinch salt,1.0,pinches,salt,flavor,spice
wife-saver-french-toast,2 tablespoons white sugar,2.0,tablespoons,sugar,sugar,
wife-saver-french-toast,1 teaspoon ground cinnamon,1.0,teaspoons,cinnamon,flavor,spice
baked-french-toast-with-orange-syrup,nonstick cooking spray,,,cooking spray,fat,
baked-french-toast-with-orange-syrup,"2 eggs, slightly beaten",2.0,,eggs,eggs,
baked-french-toast-with-orange-syrup,1 cup reduced fat milk,1.0,cups,milk,milkcream,
baked-french-toast-with-orange-syrup,1 teaspoon vanilla extract,1.0,teaspoons,vanilla,flavor,spice
baked-french-toast-with-orange-syrup,1/8 teaspoon ground cinnamon,0.13,teaspoons,cinnamon,flavor,spice
baked-french-toast-with-orange-syrup,8 (1/2-inch-thick) slices french bread,8.0,slices,french bread,bread,
baked-french-toast-with-orange-syrup,1/4 teaspoon finely shredded orange peel,0.25,teaspoons,orange peel,flavor,zest
baked-french-toast-with-orange-syrup,1/2 cup orange juice,0.5,cups,orange juice,flavor,liquid
baked-french-toast-with-orange-syrup,1 tablespoon honey,1.0,tablespoons,honey,flavor,
baked-french-toast-with-orange-syrup,1 teaspoon cornstarch,1.0,teaspoons,cornstarch,other,
baked-french-toast-with-orange-syrup,"1/8 teaspoon ground cinnamon, sifted powdered sugar (optional)",0.13,teaspoons,cinnamon sugar,sugar,
pineapple-french-toast,1/2 cup butter,0.5,cups,butter,fat,
pineapple-french-toast,2/3 cup packed brown sugar,0.67,cups,brown sugar,sugar,
pineapple-french-toast,"1 (15.25 ounce) can crushed pineapple (juice pack), drained",15.0,ounces,pineapple,fruit,
pineapple-french-toast,"4 eggs, beaten",4.0,,eggs,eggs,
pineapple-french-toast,1 cup reduced fat milk,1.0,cups,milk,milkcream,
pineapple-french-toast,1/4 teaspoon salt,0.25,teaspoons,salt,flavor,spice
pineapple-french-toast,10 (3/4 inch thick) slices french bread,10.0,slices,french bread,bread,
eggnog-cinnamon-french-toast,2 cups eggnog,2.0,cups,eggnog,milkcream,
eggnog-cinnamon-french-toast,1 teaspoon cinnamon,1.0,teaspoons,cinnamon,flavor,spice
eggnog-cinnamon-french-toast,"2 eggs, vegetable oil cooking spray or butter or margarine",2.0,,eggs,eggs,
eggnog-cinnamon-french-toast,12 slices firm white bread,12.0,slices,white bread,bread,
baked-cinnamon-french-toast,"3 eggs, slightly beaten",3.0,,eggs,eggs,
baked-cinnamon-french-toast,2/3 cup fat-free milk or evaporated fat-free milk,0.67,cups,milk,milkcream,
baked-cinnamon-french-toast,"2 tablespoons sugar, divided",2.0,tablespoons,sugar,sugar,
baked-cinnamon-french-toast,1 1/2 teaspoons vanilla,0.5,teaspoons,vanilla,flavor,spice
baked-cinnamon-french-toast,"3/4 teaspoon cinnamon, divided",0.75,teaspoons,cinnamon,flavor,spice
baked-cinnamon-french-toast,8 (1 inch thick) slices french or italian bread (about 3- to 4-inches in diameter),8.0,inch,french bread,bread,
baked-cinnamon-french-toast,"1 cup kellogg's\xae rice krispies\xae cereal, topping:",1.0,cups,rice krispy cereal,cereal,
baked-cinnamon-french-toast,"2 medium bananas, sliced",2.0,medium,bananas,fruit,
baked-cinnamon-french-toast,"1/2 cup maple syrup, warmed",0.5,cups,syrup,syrup,
french-toast-with-maple-apples,3 large eggs,3.0,large,eggs,eggs,
french-toast-with-maple-apples,1 cup skim milk,1.0,cups,skim milk,milkcream,
french-toast-with-maple-apples,1 teaspoon pure vanilla extract,1.0,teaspoons,vanilla,flavor,spice
french-toast-with-maple-apples,1/2 teaspoon freshly grated nutmeg,0.5,teaspoons,nutmeg,flavor,spice
french-toast-with-maple-apples,8 3/4-inch-thick slices of white bread,8.0,slices,white bread,bread,
french-toast-with-maple-apples,2 tablespoons unsalted butter,2.0,tablespoons,butter,fat,
french-toast-with-maple-apples,"2 granny smith apples - peeled, cored and sliced 1/4 inch thick",2.0,,apples,fruit,
french-toast-with-maple-apples,3/4 cup pure maple syrup,0.75,cups,syrup,syrup,
french-toast-with-maple-apples,1/4 teaspoon cinnamon,0.25,teaspoons,cinnamon,flavor,spice
french-toast-with-maple-apples,2 teaspoons vegetable oil,2.0,teaspoons,oil,fat,
cutters-french-toast,1/4 cup egg substitute,0.25,cups,egg substitute,eggs,
cutters-french-toast,1 cup 1% fat milk,1.0,cups,milk,milkcream,
cutters-french-toast,"1/4 cup splenda\xae no calorie sweetener, granulated",0.25,cups,sugar,sugar,
cutters-french-toast,2 tablespoons ground cinnamon,2.0,tablespoons,cinnamon,flavor,spice
cutters-french-toast,"10 slices whole wheat bread, sugar free maple syrup (optional)",10.0,slices,whole bread,bread,
baked-apple-cinnamon-french-toast,3 cups nonfat milk,3.0,cups,milk,milkcream,
baked-apple-cinnamon-french-toast,"2 cups pasteurized liquid egg whites, such as egg beaters",2.0,cups,egg whites,eggs,
baked-apple-cinnamon-french-toast,3 tablespoons honey,3.0,tablespoons,honey,flavor,
baked-apple-cinnamon-french-toast,1 1/2 teaspoons vanilla extract,0.5,teaspoons,vanilla,flavor,spice
baked-apple-cinnamon-french-toast,1/4 teaspoon salt,0.25,teaspoons,salt,flavor,spice
baked-apple-cinnamon-french-toast,1 (1 pound) loaf sliced whole-wheat bread,1.0,pound,whole bread,bread,
baked-apple-cinnamon-french-toast,1 cup chopped dried apple rings,1.0,cups,dried apple rings,fruit dried,
baked-apple-cinnamon-french-toast,1/2 cup raisins,0.5,cups,raisins,fruit dried,
baked-apple-cinnamon-french-toast,1 1/2 teaspoons ground cinnamon,0.5,teaspoons,cinnamon,flavor,spice
baked-apple-cinnamon-french-toast,1/2 teaspoon freshly grated nutmeg,0.5,teaspoons,nutmeg,flavor,spice
baked-apple-cinnamon-french-toast,1 tablespoon confectioners' sugar,1.0,tablespoons,confectioners sugar,sugar,
deep-fried-french-toast,6 eggs,6.0,,eggs,eggs,
deep-fried-french-toast,5 1/2 teaspoons white sugar,2.5,teaspoons,sugar,sugar,
deep-fried-french-toast,1/4 teaspoon salt,0.25,teaspoons,salt,flavor,spice
deep-fried-french-toast,2 cups milk,2.0,cups,milk,milkcream,
deep-fried-french-toast,1 cup all-purpose flour,1.0,cups,flour,other,
deep-fried-french-toast,2 quarts vegetable oil for frying,2.0,quarts,oil,fat,
deep-fried-french-toast,8 thick slices (1-inch thick) french bread,8.0,slices,french bread,bread,
banana-raisin-french-toast,"1 ripe banana, peeled",1.0,ripe,bananas,fruit,
banana-raisin-french-toast,2 teaspoons frozen orange juice concentrate,2.0,teaspoons,orange juice concentrate,flavor,liquid
banana-raisin-french-toast,4 slices cinnamon-raisin bread,4.0,slices,cinnamon raisin bread,bread,
banana-raisin-french-toast,2 large egg whites,2.0,large,egg whites,eggs,
banana-raisin-french-toast,1/4 cup nonfat milk,0.25,cups,milk,milkcream,
banana-raisin-french-toast,1/4 cup nonfat or low-fat plain yogurt,0.25,cups,yogurt,dairy,yogurt
banana-raisin-french-toast,1 1/2 tablespoons maple syrup or honey,0.5,tablespoons,syrup,syrup,
banana-raisin-french-toast,"1 teaspoon butter, divided",1.0,teaspoons,butter,fat,
creme-brulee-french-toast,1 cup packed brown sugar,1.0,cups,brown sugar,sugar,
creme-brulee-french-toast,1/2 cup butter,0.5,cups,butter,fat,
creme-brulee-french-toast,2 tablespoons corn syrup,2.0,tablespoons,syrup,syrup,
creme-brulee-french-toast,"1 loaf archer farms\xae artisan baguette bread, cut into 1-inch chunks",1.0,loaves,baguette,bread,
creme-brulee-french-toast,3 cups half-and-half,3.0,cups,half and half,milkcream,
creme-brulee-french-toast,2 teaspoons archer farms\u2122 vanilla,2.0,teaspoons,vanilla,flavor,spice
creme-brulee-french-toast,1/4 teaspoon salt,0.25,teaspoons,salt,flavor,spice
creme-brulee-french-toast,15 eggs,15.0,,eggs,eggs,
baked-french-toast,2 o organics\u2122 large eggs,2.0,ounces,eggs,eggs,
baked-french-toast,2 o organics large egg whites,2.0,ounces,egg whites,eggs,
baked-french-toast,3/4 cup o organics fat free organic milk,0.75,ounces,milk,milkcream,
baked-french-toast,1 tablespoon vanilla,1.0,tablespoons,vanilla,flavor,spice
baked-french-toast,2 teaspoons sugar,2.0,teaspoons,sugar,sugar,
baked-french-toast,1/2 teaspoon ground cinnamon,0.5,teaspoons,cinnamon,flavor,spice
baked-french-toast,1/4 teaspoon ground nutmeg,0.25,teaspoons,nutmeg,flavor,spice
baked-french-toast,"8 sweet french or challah bread, powdered sugar, maple syrup, orange wedges",8.0,,french bread,bread,
mascarpone-stuffed-french-toast-with-peaches,8 fresh peaches,8.0,,peaches,fruit,
mascarpone-stuffed-french-toast-with-peaches,1/2 cup sugar,0.5,cups,sugar,sugar,
mascarpone-stuffed-french-toast-with-peaches,4 pinches ground nutmeg,4.0,pinches,nutmeg,flavor,spice
mascarpone-stuffed-french-toast-with-peaches,1/2 teaspoon ground cinnamon,0.5,teaspoons,cinnamon,flavor,spice
mascarpone-stuffed-french-toast-with-peaches,4 mexican bolillo rolls,4.0,,mexican bolillo rolls,bread,
mascarpone-stuffed-french-toast-with-peaches,1 cup mascarpone cheese,1.0,cups,mascarpone cheese,milkcream,
mascarpone-stuffed-french-toast-with-peaches,6 tablespoons confectioners' sugar,6.0,tablespoons,confectioners sugar,sugar,
mascarpone-stuffed-french-toast-with-peaches,"1 lemon, zested",1.0,,lemon zest,flavor,zest
mascarpone-stuffed-french-toast-with-peaches,6 eggs,6.0,,eggs,eggs,
mascarpone-stuffed-french-toast-with-peaches,3/4 cup milk,0.75,cups,milk,milkcream,
mascarpone-stuffed-french-toast-with-peaches,1/2 teaspoon vanilla extract,0.5,teaspoons,vanilla,flavor,spice
mascarpone-stuffed-french-toast-with-peaches,"2 teaspoons butter, or as needed",2.0,teaspoons,butter,fat,
mascarpone-stuffed-french-toast-with-peaches,"2 teaspoons vegetable oil, or as needed",2.0,teaspoons,oil,fat,
baked-french-swirl-toast,"1 (16 ounce) pepperidge farm\xae cinnamon swirl bread , cut into cubes",16.0,ounces,cinnamon bread,bread,
baked-french-swirl-toast,3/4 cup dried cranberries or raisins,0.75,cups,raisins,fruit dried,
baked-french-swirl-toast,6 eggs,6.0,,eggs,eggs,
baked-french-swirl-toast,3 cups half-and-half or milk,3.0,cups,half and half,milkcream,
baked-french-swirl-toast,"2 teaspoons vanilla extract, cinnamon sugar or confectioners' sugar, whipped butter, pure maple syrup",2.0,teaspoons,ERROR MULTI INGR,,
captains-crunch-french-toast,3 large eggs,3.0,large,eggs,eggs,
captains-crunch-french-toast,2 1/2 tablespoons white sugar,1.0,tablespoons,sugar,sugar,
captains-crunch-french-toast,1 cup heavy cream,1.0,cups,heavy cream,milkcream,
captains-crunch-french-toast,1/2 cup 2% low-fat milk,0.5,cups,milk,milkcream,
captains-crunch-french-toast,1/2 teaspoon vanilla extract,0.5,teaspoons,vanilla,flavor,spice
captains-crunch-french-toast,1/4 teaspoon ground cinnamon,0.25,teaspoons,cinnamon,flavor,spice
captains-crunch-french-toast,1/4 teaspoon ground nutmeg,0.25,teaspoons,nutmeg,flavor,spice
captains-crunch-french-toast,"1/2 (14 ounce) package brown sugar and butter flavored crispy corn and oat breakfast cereal (such as cap\u2019n crunch\xae), crushed",7.0,ounces,ERROR MULTI INGR,,
captains-crunch-french-toast,6 thick slices egg bread (challah),6.0,slices,challah,bread,
captains-crunch-french-toast,2 tablespoons butter,2.0,tablespoons,butter,fat,
apres-ski-french-toast,4 slices multigrain bread,4.0,slices,multigrain bread,bread,
apres-ski-french-toast,2 eggs,2.0,,eggs,eggs,
apres-ski-french-toast,3/4 cup milk,0.75,cups,milk,milkcream,
apres-ski-french-toast,1 teaspoon orange juice,1.0,teaspoons,orange juice,flavor,liquid
apres-ski-french-toast,2 teaspoons grated orange zest,2.0,teaspoons,orange zest,flavor,zest
apres-ski-french-toast,1 teaspoon vanilla extract,1.0,teaspoons,vanilla,flavor,spice
apres-ski-french-toast,1 teaspoon white sugar,1.0,teaspoons,sugar,sugar,
apres-ski-french-toast,1/4 teaspoon salt,0.25,teaspoons,salt,flavor,spice
apres-ski-french-toast,1/2 teaspoon ground cinnamon,0.5,teaspoons,cinnamon,flavor,spice
apres-ski-french-toast,1/4 tablespoon ground nutmeg,0.25,tablespoons,nutmeg,flavor,spice
apres-ski-french-toast,2 teaspoons light butter,2.0,teaspoons,butter,fat,
chocolate-french-toast,1 cup milk,1.0,cups,milk,milkcream,
chocolate-french-toast,4 eggs,4.0,,eggs,eggs,
chocolate-french-toast,2/3 cup white sugar,0.67,cups,sugar,sugar,
chocolate-french-toast,1/3 cup unsweetened cocoa powder,0.33,cups,cocoa powder,flavor,spice
chocolate-french-toast,1/8 teaspoon baking powder,0.13,teaspoons,baking powder,other,
chocolate-french-toast,1/4 teaspoon salt,0.25,teaspoons,salt,flavor,spice
chocolate-french-toast,8 slices bread,8.0,slices,bread,bread,
original-recipe-french-toast,4 (1 inch thick) slices king's hawaiian\xae sweet bread,4.0,slices,hawaiian bread rolls ,bread,
original-recipe-french-toast,4 large eggs,4.0,large,eggs,eggs,
original-recipe-french-toast,1/2 cup milk,0.5,cups,milk,milkcream,
original-recipe-french-toast,1/2 teaspoon vanilla,0.5,teaspoons,vanilla,flavor,spice
original-recipe-french-toast,"1/4 teaspoon ground cinnamon, butter or oil for frying, maple syrup",0.25,teaspoons,cinnamon butter,syrup,
strawberry-ricotta-stuffed-whole-grain-french-toast,1/2 cup low-fat ricotta cheese,0.5,cups,ricotta cheese,dairy,cheese
strawberry-ricotta-stuffed-whole-grain-french-toast,2 teaspoons granulated sugar,2.0,teaspoons,sugar,sugar,
strawberry-ricotta-stuffed-whole-grain-french-toast,"4 large eggs, beaten",4.0,large,eggs,eggs,
strawberry-ricotta-stuffed-whole-grain-french-toast,1/2 cup milk,0.5,cups,milk,milkcream,
strawberry-ricotta-stuffed-whole-grain-french-toast,"1/2 teaspoon vanilla extract, divided",0.5,teaspoons,vanilla,flavor,spice
strawberry-ricotta-stuffed-whole-grain-french-toast,8 slices roman meal bread,8.0,slices,bread,bread,
strawberry-ricotta-stuffed-whole-grain-french-toast,"2 cups fresh sliced strawberries, divided, non-stick cooking spray, powdered sugar, maple syrup",2.0,cups,strawberries,fruit,
chucks-molasses-french-toast,4 eggs,4.0,,eggs,eggs,
chucks-molasses-french-toast,3 tablespoons molasses,3.0,tablespoons,molasses,syrup,
chucks-molasses-french-toast,1/2 cup heavy cream,0.5,cups,heavy cream,milkcream,
chucks-molasses-french-toast,1 teaspoon vanilla extract,1.0,teaspoons,vanilla,flavor,spice
chucks-molasses-french-toast,1 pinch ground ginger,1.0,pinches,ginger,flavor,bulb
chucks-molasses-french-toast,"1 pinch ground cinnamon, or more to taste",1.0,pinches,cinnamon,flavor,spice
chucks-molasses-french-toast,12 thick slices challah bread,12.0,slices,challah,bread,
chucks-molasses-french-toast,1/4 cup butter,0.25,cups,butter,fat,
blueberry-stuffed-french-toast,16 slices firm white bread,16.0,slices,white bread,bread,
blueberry-stuffed-french-toast,"1 (8 ounce) package neufchatel cheese, softened",8.0,ounces,neufchatel cheese,dairy,cheese
blueberry-stuffed-french-toast,1 cup blueberries,1.0,cups,blueberries,fruit,
blueberry-stuffed-french-toast,3 cups milk,3.0,cups,milk,milkcream,
blueberry-stuffed-french-toast,3 eggs,3.0,,eggs,eggs,
blueberry-stuffed-french-toast,1/3 cup maple syrup,0.33,cups,syrup,syrup,
blueberry-stuffed-french-toast,1 teaspoon vanilla extract,1.0,teaspoons,vanilla,flavor,spice
blueberry-stuffed-french-toast,1/4 cup white sugar,0.25,cups,sugar,sugar,
blueberry-stuffed-french-toast,1/4 teaspoon ground nutmeg,0.25,teaspoons,nutmeg,flavor,spice
blueberry-stuffed-french-toast,1/4 cup white sugar,0.25,cups,sugar,sugar,
blueberry-stuffed-french-toast,2 tablespoons cornstarch,2.0,tablespoons,cornstarch,other,
blueberry-stuffed-french-toast,1 cup water,1.0,cups,water,other,
blueberry-stuffed-french-toast,1 cup white sugar,1.0,cups,sugar,sugar,
blueberry-stuffed-french-toast,1 tablespoon butter,1.0,tablespoons,butter,fat,
blueberry-stuffed-french-toast,1 cup blueberries,1.0,cups,blueberries,fruit,
caribbean-cruise-stuffed-french-toast,"1 (8 ounce) package fat-free cream cheese, softened",8.0,ounces,cream cheese,dairy,cheese
caribbean-cruise-stuffed-french-toast,"1/3 cup crushed pineapple, drained",0.33,cups,pineapple,fruit,
caribbean-cruise-stuffed-french-toast,1/2 cup confectioners' sugar,0.5,cups,confectioners sugar,sugar,
caribbean-cruise-stuffed-french-toast,"1 1/2 teaspoons vanilla, divided",0.5,teaspoons,vanilla,flavor,spice
caribbean-cruise-stuffed-french-toast,1/2 cup toasted pecan pieces,0.5,pieces,pecan,nut,
caribbean-cruise-stuffed-french-toast,12 slices wonder\xae classic white sandwich bread,12.0,slices,white bread,bread,
caribbean-cruise-stuffed-french-toast,4 eggs,4.0,,eggs,eggs,
caribbean-cruise-stuffed-french-toast,"3/4 cup fat-free half and half, whipping cream or milk",0.75,cups,half and half,milkcream,
caribbean-cruise-stuffed-french-toast,1/4 teaspoon ground cinnamon,0.25,teaspoons,cinnamon,flavor,spice
caribbean-cruise-stuffed-french-toast,2 tablespoons butter,2.0,tablespoons,butter,fat,
caribbean-cruise-stuffed-french-toast,1 (12 ounce) jar apricot preserves,12.0,ounces,apricot jam,spread,
caribbean-cruise-stuffed-french-toast,1/3 cup orange juice,0.33,cups,orange juice,flavor,liquid
cinnamon-and-sugar-french-waffle-toast,"4 eggs, beaten",4.0,,eggs,eggs,
cinnamon-and-sugar-french-waffle-toast,1 cup milk,1.0,cups,milk,milkcream,
cinnamon-and-sugar-french-waffle-toast,2 teaspoons vanilla extract,2.0,teaspoons,vanilla,flavor,spice
cinnamon-and-sugar-french-waffle-toast,2 tablespoons white sugar,2.0,tablespoons,sugar,sugar,
cinnamon-and-sugar-french-waffle-toast,1 teaspoon cinnamon,1.0,teaspoons,cinnamon,flavor,spice
cinnamon-and-sugar-french-waffle-toast,9 slices white bread,9.0,slices,white bread,bread,
lemon-cream-stuffed-french-toast-with-streusel-topper-and-fresh-blueberries,1 (8 ounce) package reduced-fat cream cheese (neufchatel),8.0,ounces,cream cheese,dairy,cheese
lemon-cream-stuffed-french-toast-with-streusel-topper-and-fresh-blueberries,1/4 cup powdered sugar,0.25,cups,powdered sugar,sugar,
lemon-cream-stuffed-french-toast-with-streusel-topper-and-fresh-blueberries,1 teaspoon vanilla,1.0,teaspoons,vanilla,flavor,spice
lemon-cream-stuffed-french-toast-with-streusel-topper-and-fresh-blueberries,1 (22 ounce) can lucky leaf\xae lemon fruit filling,22.0,ounces,fruit filling,spread,
lemon-cream-stuffed-french-toast-with-streusel-topper-and-fresh-blueberries,8 eggs,8.0,,eggs,eggs,
lemon-cream-stuffed-french-toast-with-streusel-topper-and-fresh-blueberries,2 cups milk,2.0,cups,milk,milkcream,
lemon-cream-stuffed-french-toast-with-streusel-topper-and-fresh-blueberries,1 (16 ounce) loaf french bread,16.0,ounces,french bread,bread,
lemon-cream-stuffed-french-toast-with-streusel-topper-and-fresh-blueberries,1/2 cup quick-cooking rolled oats,0.5,cups,oats,other,
lemon-cream-stuffed-french-toast-with-streusel-topper-and-fresh-blueberries,1/4 cup packed brown sugar,0.25,cups,brown sugar,sugar,
lemon-cream-stuffed-french-toast-with-streusel-topper-and-fresh-blueberries,1 teaspoon ground cinnamon,1.0,teaspoons,cinnamon,flavor,spice
lemon-cream-stuffed-french-toast-with-streusel-topper-and-fresh-blueberries,1/4 teaspoon salt,0.25,teaspoons,salt,flavor,spice
lemon-cream-stuffed-french-toast-with-streusel-topper-and-fresh-blueberries,"2 tablespoons butter, fresh blueberries or sliced strawberries",2.0,tablespoons,strawberries,fruit,
pumpkin-pie-french-toast,3 large eggs,3.0,large,eggs,eggs,
pumpkin-pie-french-toast,1/2 cup half-and-half cream,0.5,cups,half and half,milkcream,
pumpkin-pie-french-toast,1/4 cup canned pumpkin puree,0.25,cups,pumpkin puree,flavor,liquid
pumpkin-pie-french-toast,1 teaspoon ground cinnamon,1.0,teaspoons,cinnamon,flavor,spice
pumpkin-pie-french-toast,1 teaspoon vanilla extract,1.0,teaspoons,vanilla,flavor,spice
pumpkin-pie-french-toast,1/4 teaspoon pumpkin pie spice,0.25,teaspoons,pumpkin pie spice,flavor,spice
pumpkin-pie-french-toast,1/4 cup finely chopped walnuts,0.25,cups,walnuts,nut,
pumpkin-pie-french-toast,8 slices day-old bread,8.0,slices,bread,bread,
peanut-butter-french-toast,1/2 cup milk,0.5,cups,milk,milkcream,
peanut-butter-french-toast,3 eggs,3.0,,eggs,eggs,
peanut-butter-french-toast,1/4 cup peanut butter,0.25,cups,peanut butter,spread,
